date,time,date_time,roadway,intersection,report_number,address,latitude,longitude
1/4/18,1929,1/4/18 19:29,ROGERS AV,,2018000140,"ROGERS AV, Greenburgh, NY",41.03535,-73.810902
1/21/18,1419,1/21/18 14:19,278 S CENTRAL AV,,2018000728,"278 S CENTRAL AV, Greenburgh, NY",41.012651885906,-73.8055844362416
1/27/18,1544,1/27/18 15:44,TARRYTOWN RD,,2018000938,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
2/1/18,1501,2/1/18 15:01,KNOLLWOOD,,2018001117,"KNOLLWOOD, Greenburgh, NY",41.0456548,-73.8047319
2/7/18,813,2/7/18 8:13,CLAYTON RD,MOORLAND DR,2018001283,"CLAYTON RD AND MOORLAND DR, Greenburgh, NY",41.002906,-73.82023
2/10/18,1414,2/10/18 14:14,S CENTRAL AV,,2018001401,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
2/13/18,1310,2/13/18 13:10,COUNTY CENTER RD,,2018001472,"COUNTY CENTER RD, Greenburgh, NY",41.0394506,-73.7811247
2/22/18,1356,2/22/18 13:56,368 S CENTRAL AV,,2018001783,"368 S CENTRAL AV, Greenburgh, NY",41.0114415689647,-73.8068829060955
2/23/18,1249,2/23/18 12:49,1 WAREHOUSE LN,,2018001816,"1 WAREHOUSE LN, Greenburgh, NY",41.063585,-73.818851
2/23/18,1533,2/23/18 15:33,OLD TARRYTOWN RD,,2018001824,"OLD TARRYTOWN RD, Greenburgh, NY",41.052261,-73.801704
2/26/18,1600,2/26/18 16:00,S CENTRAL AV,,2018001925,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
3/1/18,1810,3/1/18 18:10,TARRYTOWN RD,,2018002047,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
3/6/18,800,3/6/18 8:00,SAW MILL RIVER RD,,2018002213,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
3/10/18,1719,3/10/18 17:19,ARDSLEY RD,,2018002377,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
3/11/18,2152,3/11/18 21:52,KNOLLWOOD RD,I-287,2018002403,"KNOLLWOOD RD AND I-287, Greenburgh, NY",41.058608,-73.805752
3/15/18,752,3/15/18 7:52,KNOLLWOOD RD,,2018002528,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
3/21/18,1420,3/21/18 14:20,S SPRAIN RD,,2018002774,"S SPRAIN RD, Greenburgh, NY",40.995854,-73.841711
3/23/18,1233,3/23/18 12:33,188 TARRYTOWN RD,,2018002853,"188 TARRYTOWN RD, Greenburgh, NY",41.0502167222222,-73.8110577222222
4/8/18,1414,4/8/18 14:14,870 S CENTRAL AV,,2018003336,"870 S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/16/18,1432,4/16/18 14:32,S CENTRAL AV,,2018003621,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/17/18,759,4/17/18 7:59,314 ARDSLEY RD,,2018003648,"314 ARDSLEY RD, Greenburgh, NY",40.9889712,-73.8106127
4/30/18,1534,4/30/18 15:34,KNOLLWOOD RD,,2018004104,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
5/4/18,1727,5/4/18 17:27,208 TARRYTOWN RD,,2018004265,"208 TARRYTOWN RD, Greenburgh, NY",41.0497778796156,-73.8104386916095
5/5/18,1705,5/5/18 17:05,S CENTRAL AV,,2018004306,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
5/9/18,1655,5/9/18 16:55,ARDSLEY RD,SCARSDALE RD,2018004482,"ARDSLEY RD AND SCARSDALE RD, Greenburgh, NY",40.9889712,-73.8106127
5/13/18,1820,5/13/18 18:20,S CENTRAL AV,,2018004622,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
5/20/18,1850,5/20/18 18:50,S CENTRAL AV,,2018004874,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
5/25/18,1232,5/25/18 12:32,85 MERCER AV,,2018005037,"85 MERCER AV, Greenburgh, NY",41.0181053558319,-73.7913793852615
6/4/18,800,6/4/18 8:00,SAW MILL RIVER RD,,2018005388,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
6/6/18,1106,6/6/18 11:06,455 S CENTRAL AV,,2018005460,"455 S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
6/9/18,1411,6/9/18 14:11,TARRYTOWN RD,208 TARRYTOWN RD,2018005571,"TARRYTOWN RD AND 208 TARRYTOWN RD, Greenburgh, NY",41.0397203,-73.7853708
6/11/18,1505,6/11/18 15:05,OLD SAW MILL RIVER RD,,2018005645,"OLD SAW MILL RIVER RD, Greenburgh, NY",41.0735826,-73.8176604
6/15/18,1602,6/15/18 16:02,TARRYTOWN RD,,2018005784,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
6/16/18,2022,6/16/18 20:22,MANITOU TRL,,2018005823,"MANITOU TRL, Greenburgh, NY",41.052141,-73.780226
6/18/18,1714,6/18/18 17:14,SHIRLEY LN,,2018005897,"SHIRLEY LN, Greenburgh, NY",41.044206,-73.81117
6/18/18,2205,6/18/18 22:05,WHITE PLAINS RD,287,2018005907,"WHITE PLAINS RD AND 287, Greenburgh, NY",41.0634195333333,-73.8443632666667
6/22/18,1244,6/22/18 12:44,RIDGE RD,,2018006029,"RIDGE RD, Greenburgh, NY",41.007754,-73.848869
6/29/18,2306,6/29/18 23:06,COLUMBIA AV,,2018006309,"COLUMBIA AV, Greenburgh, NY",41.021268,-73.793195
7/17/18,1225,7/17/18 12:25,JACKSON AV,,2018006934,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
7/26/18,1600,7/26/18 16:00,969 S CENTRAL AV,,2018007206,"969 S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
11/19/18,107,11/19/18 1:07,N CENTRAL AVE,,2018011037,"N CENTRAL AVE, Greenburgh, NY",41.0578264,-73.8169616
11/20/18,1800,11/20/18 18:00,VIRGINIA RD,,2018011112,"VIRGINIA RD, Greenburgh, NY",41.0609277,-73.7729742
12/5/18,1137,12/5/18 11:37,CENTRAL AVE,,2018011568,"CENTRAL AVE, Greenburgh, NY",41.0779345,-73.8607943
12/21/18,1603,12/21/18 16:03,177 S CENTRAL AV,,2018012106,"177 S CENTRAL AV, Greenburgh, NY",41.0124539530201,-73.8057976208054
9/7/18,820,9/7/18 8:20,OLD ARMY RD,,2018008567,"OLD ARMY RD, Greenburgh, NY",40.986781,-73.815935
11/2/18,755,11/2/18 7:55,W. HARTSDALE AVE,,2018010451,"W. HARTSDALE AVE, Greenburgh, NY",41.026784,-73.807664
8/1/18,1128,8/1/18 11:28,KNOLLWOOD RD,RTE 287,2018007393,"KNOLLWOOD RD AND RTE 287, Greenburgh, NY",41.04233,-73.805457
8/4/18,30,8/4/18 3:30,216 WARREN AVE,,2018007482,"216 WARREN AVE, Greenburgh, NY",41.0486342,-73.7955654
8/21/18,1415,8/21/18 14:15,HILLSIDE AVE,SOUTH RD,2018008015,"HILLSIDE AVE AND SOUTH RD, Greenburgh, NY",41.0428354,-73.7907254
10/10/18,1806,10/10/18 18:06,407 TARRYTOWN RD,,2018009647,"407 TARRYTOWN RD, Greenburgh, NY",41.0448103557047,-73.8039693288591
10/20/18,1840,10/20/18 18:40,TARRYTOWN RD,,2018010008,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
10/26/18,1845,10/26/18 18:45,TARRYTOWN RD,330 TARRYTOWN RD,2018010255,"TARRYTOWN RD AND 330 TARRYTOWN RD, Greenburgh, NY",41.0397203,-73.7853708
11/2/18,1700,11/2/18 17:00,OLD  TARRYTOWN,,2018010470,"OLD  TARRYTOWN, Greenburgh, NY",41.0762077,-73.8587461
11/5/18,1310,11/5/18 13:10,SAW MILL RIVER RD,,2018010551,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
12/28/18,1704,12/28/18 17:04,TARRYTOWN RD,HILLSIDE AVE,2018012321,"TARRYTOWN RD AND HILLSIDE AVE, Greenburgh, NY",41.0495361,-73.8099285
7/30/18,1455,7/30/18 14:55,376 SAW MILL RIVER RD,,20187331,"376 SAW MILL RIVER RD, Greenburgh, NY",41.0701924354839,-73.8169801169355
8/3/18,1257,8/3/18 12:57,700 EXECUTIVE BLVD,,2018007463,"700 EXECUTIVE BLVD, Greenburgh, NY",41.070134,-73.807413
8/8/18,1313,8/8/18 13:13,SAW MILL RIVER RD,,2018007599,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
9/26/18,1520,9/26/18 15:20,SAW MILL RIVER RD,,2018009171,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
11/3/18,1040,11/3/18 10:40,KNOLLWOOD RD,I-287,2018010487,"KNOLLWOOD RD AND I-287, Greenburgh, NY",41.058608,-73.805752
11/7/18,915,11/7/18 9:15,SAW MILL RIVER RD,,2018010621,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
11/30/18,1446,11/30/18 14:46,CABOT AVE,,2018011443,"CABOT AVE, Greenburgh, NY",41.060802,-73.81073
12/23/18,1250,12/23/18 12:50,GRASSLANDS RD,,2018012163,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
9/15/18,1230,9/15/18 12:30,DOBBS FERRY ROAD,,2018008795,"DOBBS FERRY ROAD, Greenburgh, NY",41.040168,-73.79753
10/27/18,1425,10/27/18 14:25,EASTERN ROAD,,20180010282,"EASTERN ROAD, Greenburgh, NY",41.025585,-73.83144
8/24/18,1707,8/24/18 17:07,S CENTRAL AVE,,2018008121,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
12/12/18,1159,12/12/18 11:59,S CENTRAL AVE,,2018011812,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
6/7/18,1636,6/7/18 16:36,HILLSIDE AV,,2018005512,"HILLSIDE AV, Greenburgh, NY",41.0452952,-73.790382
7/26/18,1315,7/26/18 13:15,TARRYTOWN RD,,2018007197,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
8/24/18,1740,8/24/18 17:40,100 CLEARBROOK RD,,2018008124,"100 CLEARBROOK RD, Greenburgh, NY",41.072826,-73.814058
6/25/18,748,6/25/18 7:48,WAREHOUSE LN,,2018006114,"WAREHOUSE LN, Greenburgh, NY",41.063688,-73.816975
7/9/18,1536,7/9/18 15:36,W HARTSDALE AV,,2018006647,"W HARTSDALE AV, Greenburgh, NY",41.026784,-73.807664
9/15/18,1233,9/15/18 12:33,S.CENTRAL AV,,2018008796,"S.CENTRAL AV, Greenburgh, NY",41.015,-73.803182
8/11/18,602,8/11/18 6:02,150 CLEARBROOK RD,,2018007699,"150 CLEARBROOK RD, Greenburgh, NY",41.072826,-73.814058
1/13/18,1113,1/13/18 11:13,168 HILLSIDE AV,,2018000456,"168 HILLSIDE AV, Greenburgh, NY",41.0482365510204,-73.7900862653061
1/16/18,1400,1/16/18 14:00,GRANADA CRES,,2018000556,"GRANADA CRES, Greenburgh, NY",41.052686,-73.791134
2/17/18,1920,2/17/18 19:20,FORT HILL RD,,2018001645,"FORT HILL RD, Greenburgh, NY",41.000174,-73.81778
8/1/18,2124,8/1/18 21:24,KNOLLWOOD RD,,2018007414,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
9/18/18,1011,9/18/18 10:11,SAW MILL RIVER RD,,2018008879,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
10/27/18,501,10/27/18 5:01,JACKSON AV,,2018010271,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
8/22/18,2307,8/22/18 23:07,9 STADIUM RD,,2018008067,"9 STADIUM RD, Greenburgh, NY",41.041314,-73.8072059
9/9/18,1234,9/9/18 12:34,N CENTRAL AVE,,2018008631,"N CENTRAL AVE, Greenburgh, NY",41.0578264,-73.8169616
1/4/18,1900,1/4/18 19:00,SPRAIN RD,,2018000156,"SPRAIN RD, Greenburgh, NY",40.995854,-73.841711
1/17/18,1633,1/17/18 16:33,N WASHINGTON AV,,2018000590,"N WASHINGTON AV, Greenburgh, NY",41.0202978,-73.799335
1/24/18,1445,1/24/18 14:45,FULTON ST,,2018000831,"FULTON ST, Greenburgh, NY",41.033109,-73.787481
3/7/18,2130,3/7/18 21:30,SPRAIN RD,,2018002279,"SPRAIN RD, Greenburgh, NY",40.995854,-73.841711
3/21/18,1430,3/21/18 14:30,OLD KENSICO RD,,2018002773,"OLD KENSICO RD, Greenburgh, NY",41.0465663,-73.7755775
4/9/18,828,4/9/18 8:28,COLUMBIA AV,,2018003362,"COLUMBIA AV, Greenburgh, NY",41.021268,-73.793195
5/2/18,1511,5/2/18 15:11,SPRAIN RD,ARDSLEY RD,2018004177,"SPRAIN RD AND ARDSLEY RD, Greenburgh, NY",40.995854,-73.841711
5/22/18,1512,5/22/18 15:12,NEPPERHAN AV,,2018004941,"NEPPERHAN AV, Greenburgh, NY",41.0568233,-73.8188069
5/31/18,1828,5/31/18 18:28,UNDERHILL RD,,2018005280,"UNDERHILL RD, Greenburgh, NY",41.0017647,-73.8144209
7/9/18,1405,7/9/18 14:05,HILLSIDE AV,,2018006642,"HILLSIDE AV, Greenburgh, NY",41.0452952,-73.790382
11/22/18,426,11/22/18 4:26,JACKSON AVE.,,2018011164,"JACKSON AVE., Greenburgh, NY",40.986792,-73.836019
11/15/18,1530,11/15/18 15:30,OLD COLONY RD,,2018010943,"OLD COLONY RD, Greenburgh, NY",41.006359,-73.80137
10/21/18,1159,10/21/18 11:59,CHESTNUT ST,,2018010030,"CHESTNUT ST, Greenburgh, NY",41.014083,-73.8761641
11/15/18,1539,11/15/18 15:39,S CENTRAL AVE,,2018010892,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
10/11/18,1021,10/11/18 10:21,STONELEIGH CLOSE,,2018009667,"STONELEIGH CLOSE, Greenburgh, NY",41.000551,-73.816806
7/31/18,735,7/31/18 7:35,TERRACE ST,,2018007343,"TERRACE ST, Greenburgh, NY",41.040384,-73.795943
10/27/18,844,10/27/18 8:44,NORTH RD,,2018010275,"NORTH RD, Greenburgh, NY",41.0544326,-73.7834609
12/24/18,1350,12/24/18 13:50,BEECH ST,,2018012198,"BEECH ST, Greenburgh, NY",41.0477,-73.796211
9/28/18,2225,9/28/18 22:25,TAXTER RD,,2018009248,"TAXTER RD, Greenburgh, NY",41.0587471,-73.828686
12/3/18,951,12/3/18 9:51,250 CLEARBROOK RD,,2018011501,"250 CLEARBROOK RD, Greenburgh, NY",41.072826,-73.814058
9/18/18,1956,9/18/18 19:56,320 SAW MILL RIVER RD,,2018008901,"320 SAW MILL RIVER RD, Greenburgh, NY",41.0702362419355,-73.8168998427419
12/14/18,1420,12/14/18 14:20,WAREHOUSE LANE,,2018011874,"WAREHOUSE LANE, Greenburgh, NY",41.063688,-73.816975
10/3/18,1247,10/3/18 12:47,JACKSON AVE,,2018009385,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
10/15/18,1722,10/15/18 17:22,WHITTIER ST,,2018009805,"WHITTIER ST, Greenburgh, NY",41.027527,-73.811405
10/17/18,1141,10/17/18 11:41,EVANDALE RD,,2018009867,"EVANDALE RD, Greenburgh, NY",41.003488,-73.822113
9/18/18,819,9/18/18 8:19,KENNETH RD,,2018008876,"KENNETH RD, Greenburgh, NY",41.023551,-73.829334
9/18/18,1834,9/18/18 18:34,RIDGE ROAD,,2018008897,"RIDGE ROAD, Greenburgh, NY",41.007754,-73.848869
10/19/18,1915,10/19/18 19:15,HARTSDALE ROAD,,2018009973,"HARTSDALE ROAD, Greenburgh, NY",41.047604,-73.813013
9/18/18,1834,9/18/18 18:34,RIDGE ROAD,,2018008897,"RIDGE ROAD, Greenburgh, NY",41.007754,-73.848869
11/16/18,1025,11/16/18 10:25,E HARTSDALE AVE,,2018010936,"E HARTSDALE AVE, Greenburgh, NY",41.0114855,-73.7961129
11/19/18,1758,11/19/18 17:58,TARRYTOWN,188 TARRYTOWN RD,2018011079,"TARRYTOWN AND 188 TARRYTOWN RD, Greenburgh, NY",41.0502167222222,-73.8110577222222
12/20/18,1800,12/20/18 18:00,1055 SAW MILL RIVER RD,,2018012061,"1055 SAW MILL RIVER RD, Greenburgh, NY",40.9729713058566,-73.8670544412137
12/22/18,1128,12/22/18 11:28,DOBBS FERRY RD,WORTHINGTON RD,2018012130,"DOBBS FERRY RD AND WORTHINGTON RD, Greenburgh, NY",41.0380371,-73.8182026
7/11/18,1756,7/11/18 17:56,39 FIELDSTONE DR,,2018006730,"39 FIELDSTONE DR, Greenburgh, NY",41.0294541370527,-73.7922037245426
8/11/18,1824,8/11/18 18:24,W HARTSDALE AVE,,2018007723,"W HARTSDALE AVE, Greenburgh, NY",41.026784,-73.807664
8/27/18,1131,8/27/18 11:31,411 S CENTRAL AV,,2018008193,"411 S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
11/21/18,1514,11/21/18 15:14,W HARTSDALE AVE,,2018011140,"W HARTSDALE AVE, Greenburgh, NY",41.026784,-73.807664
12/27/18,952,12/27/18 9:52,89 KNOLLWOOD RD,,2018012263,"89 KNOLLWOOD RD, Greenburgh, NY",41.0487891538462,-73.8027290384615
12/31/18,708,12/31/18 7:08,31 DALEWOOD DR,,2018012379,"31 DALEWOOD DR, Greenburgh, NY",41.027979,-73.794327
7/22/18,1635,7/22/18 16:35,GREENWOOD LN,,2018007063,"GREENWOOD LN, Greenburgh, NY",41.047807,-73.820578
9/15/18,1452,9/15/18 14:52,298 OLD ARMY RD,,2018008798,"298 OLD ARMY RD, Greenburgh, NY",40.986781,-73.815935
10/20/18,1047,10/20/18 10:47,S CENTRAL AVE,,2018009996,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
11/3/18,950,11/3/18 9:50,ARDSLEY RD,,2018010485,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
7/24/18,1510,7/24/18 15:10,ARDSLEY RD,,2018007123,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
9/23/18,2342,9/23/18 23:42,JACKSON AVE.,,2018009069,"JACKSON AVE., Greenburgh, NY",40.986792,-73.836019
12/3/18,1730,12/3/18 17:30,JACKSON AVE,,2018011519,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
12/16/18,1421,12/16/18 14:21,FORT HILL RD,,2018011928,"FORT HILL RD, Greenburgh, NY",41.000174,-73.81778
12/17/18,1518,12/17/18 15:18,50 JACKSON AVE,,2018011963,"50 JACKSON AVE, Greenburgh, NY",40.989149,-73.842621
12/22/18,1000,12/22/18 10:00,JACKSON AVE,,2018012126,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
8/9/18,1822,8/9/18 18:22,MANHATTAN AV,,2018007651,"MANHATTAN AV, Greenburgh, NY",41.046023,-73.797024
9/11/18,1354,9/11/18 13:54,GRASSLANDS RD,,2018008687,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
9/13/18,1906,9/13/18 19:06,DOBBS FERRY RD,,2018008746,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
9/20/18,2038,9/20/18 20:38,COUNTY CENTER RD,,2018008971,"COUNTY CENTER RD, Greenburgh, NY",41.0394506,-73.7811247
9/25/18,800,9/25/18 8:00,STONE OAKS DR,,2018009100,"STONE OAKS DR, Greenburgh, NY",41.031074,-73.805245
10/26/18,1707,10/26/18 17:07,79 ROSEMONT BLVD,,2018010250,"79 ROSEMONT BLVD, Greenburgh, NY",41.0446736839052,-73.7924973840633
11/12/18,2036,11/12/18 20:36,KNOLLWOOD RD,,2018010821,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
12/6/18,1424,12/6/18 14:24,KNOLLWOOD RD,I-287,2018011605,"KNOLLWOOD RD AND I-287, Greenburgh, NY",41.058608,-73.805752
12/11/18,1513,12/11/18 15:13,KNOLLWOOD RD,,2018011780,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
12/29/18,1735,12/29/18 17:35,TARRYTOWN RD,,2018012344,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
12/29/18,2209,12/29/18 22:09,FLORENCE AVE,,2018012349,"FLORENCE AVE, Greenburgh, NY",41.044037,-73.793855
9/10/18,1444,9/10/18 14:44,SAW MILL RIVER RD,,2018008664,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
10/25/18,643,10/25/18 6:43,WHITE PLAINS RD,,2018010171,"WHITE PLAINS RD, Greenburgh, NY",41.0594236,-73.8293423
11/4/18,2145,11/4/18 21:45,TAXTER ROAD,,2018010535,"TAXTER ROAD, Greenburgh, NY",41.0587471,-73.828686
12/1/18,823,12/1/18 8:23,BENEDICT AVE,,2018011455,"BENEDICT AVE, Greenburgh, NY",41.0632158,-73.8372502
12/5/18,2145,12/5/18 21:45,OLD COUNTRY ROAD,,2018011584,"OLD COUNTRY ROAD, Greenburgh, NY",41.065973,-73.810375
7/9/18,820,7/9/18 8:20,DOBBS FERRY RD,,2018006620,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
10/4/18,1200,10/4/18 12:00,W HARTSDALE AVE,,2018009427,"W HARTSDALE AVE, Greenburgh, NY",41.026784,-73.807664
10/14/18,100,10/14/18 1:00,PENNY LANE,,2018009762,"PENNY LANE, Greenburgh, NY",40.989462,-73.826485
10/23/18,2000,10/23/18 20:00,11 ROBERT LN,,2018010122,"11 ROBERT LN, Greenburgh, NY",41.0460245032885,-73.8089772319135
10/27/18,611,10/27/18 6:11,UNDERHILL RD,,2018010273,"UNDERHILL RD, Greenburgh, NY",41.0017647,-73.8144209
12/7/18,2246,12/7/18 22:46,20 HILLCREST AV,,2018011654,"20 HILLCREST AV, Greenburgh, NY",41.043139,-73.806614
9/25/18,1541,9/25/18 15:41,ARDSLEY RD,,2018009123,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
10/26/18,1110,10/26/18 11:10,SPRAIN RD,,2018010230,"SPRAIN RD, Greenburgh, NY",40.995854,-73.841711
11/22/18,1330,11/22/18 13:30,JACKSON AVE,,2018011172,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
11/23/18,1951,11/23/18 19:51,JACKSON AVE,,2018011214,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
8/13/18,1025,8/13/18 10:25,31 SPRAIN VALLEY RD,,2018007765,"31 SPRAIN VALLEY RD, Greenburgh, NY",40.9911316503339,-73.8354622832501
9/15/18,1734,9/15/18 17:34,TAXTER RD,,2018008802,"TAXTER RD, Greenburgh, NY",41.0587471,-73.828686
10/5/18,1223,10/5/18 12:23,JACKSON AVE,,2018009463,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895,"KNOLLWOOD  RD, Greenburgh, NY",41.0456548,-73.8047319
7/31/18,830,7/31/18 8:30,WAYSIDE DRIVE,,2018007345,"WAYSIDE DRIVE, Greenburgh, NY",41.032921,-73.834154
8/22/18,1409,8/22/18 14:09,TARRYTOWN RD,,2018008043,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
8/22/18,2330,8/22/18 23:30,SPENCER COURT,,2018008065,"SPENCER COURT, Greenburgh, NY",41.035362,-73.813517
8/24/18,1750,8/24/18 17:50,DOBBS FERRY ROAD,,2018008123,"DOBBS FERRY ROAD, Greenburgh, NY",41.040168,-73.79753
10/3/18,1010,10/3/18 10:10,PINEWOOD RD,,2018009375,"PINEWOOD RD, Greenburgh, NY",41.024374,-73.798337
10/3/18,1001,10/3/18 10:01,PINEWOOD RD,,2018009377,"PINEWOOD RD, Greenburgh, NY",41.024374,-73.798337
10/25/18,1607,10/25/18 16:07,JUNIPER HILL RD,,2018010199,"JUNIPER HILL RD, Greenburgh, NY",41.037633,-73.791842
11/15/18,1535,11/15/18 15:35,S CENTRAL AVE,,2018010891,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
11/10/18,1000,11/10/18 10:00,HARVARD DR,,2018010752,"HARVARD DR, Greenburgh, NY",41.024655,-73.78884
11/24/18,1016,11/24/18 10:16,S CENTRAL AVE,,2018011227,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
11/9/18,1700,11/9/18 17:00,N CENTRAL AVE,,2018010733,"N CENTRAL AVE, Greenburgh, NY",41.0578264,-73.8169616
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895,"KNOLLWOOD  RD, Greenburgh, NY",41.0456548,-73.8047319
8/12/18,310,8/12/18 3:10,782 HARTSDALE RD,,2018007731,"782 HARTSDALE RD, Greenburgh, NY",41.047281,-73.811872
11/25/18,2336,11/25/18 23:36,TARRYTOWN RD,NORTH PL,2018011275,"TARRYTOWN RD AND NORTH PL, Greenburgh, NY",41.038218,-73.782072
11/15/18,1550,11/15/18 15:50,KNOLLWOOD  RD,,2018010895,"KNOLLWOOD  RD, Greenburgh, NY",41.0456548,-73.8047319
12/10/18,1721,12/10/18 17:21,JUNIPER HILL ROAD,,2018011747,"JUNIPER HILL ROAD, Greenburgh, NY",41.037633,-73.791842
1/2/19,1028,1/2/19 10:28,S CENTRAL AVE,,2019000031,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
1/2/19,1904,1/2/19 19:04,GRASSLANDS RD,,2019000055,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
1/2/19,945,1/2/19 9:45,200 OLD TARRYTOWN RD,,2019000030,"200 OLD TARRYTOWN RD, Greenburgh, NY",41.0471494016064,-73.776276313253
1/2/19,722,1/2/19 7:22,SAW MILL RIVER RD,,2019000025,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
1/2/19,1530,1/2/19 15:30,COLUMBIA AVE,,2019000047,"COLUMBIA AVE, Greenburgh, NY",41.021268,-73.793195
1/3/19,1340,1/3/19 13:40,SAW MILL RIVER RD,,2019000074,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
1/4/19,1639,1/4/19 16:39,610 WHITE PLAINS RD,,2019000116,"610 WHITE PLAINS RD, Greenburgh, NY",41.0629566191853,-73.8385182777732
1/7/19,1635,1/7/19 16:35,215 N CENTRAL AVE,,2019000188,"215 N CENTRAL AVE, Greenburgh, NY",41.0263822005568,-73.7914492577742
1/8/19,800,1/8/19 8:00,BENEDICT AVE,,2019000203,"BENEDICT AVE, Greenburgh, NY",41.0632158,-73.8372502
1/8/19,800,1/8/19 8:00,BENEDICT AVE,,2019000203,"BENEDICT AVE, Greenburgh, NY",41.0632158,-73.8372502
1/8/19,624,1/8/19 6:24,4 E HARTSDALE,,2019000199,"4 E HARTSDALE, Greenburgh, NY",41.0189863,-73.7981884
1/9/19,2113,1/9/19 21:13,TARRYTOWN RD,,2019000267,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
1/9/19,551,1/9/19 5:51,EXECUTIVE BLVD,,2019000233,"EXECUTIVE BLVD, Greenburgh, NY",41.070134,-73.807413
1/10/19,1007,1/10/19 10:07,324 N CENTRAL AVE,,2019000277,"324 N CENTRAL AVE, Greenburgh, NY",41.0325263465947,-73.786484183412
1/11/19,936,1/11/19 9:36,GREENVALE CIR,,2019000310,"GREENVALE CIR, Greenburgh, NY",41.0404875,-73.7876937
1/11/19,2014,1/11/19 20:14,S CENTRAL AVE,,2019000342,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
1/11/19,1648,1/11/19 16:48,S CENTRAL AVE,,2019000330,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
1/13/19,1306,1/13/19 13:06,540 SAW MILL RIVER RD,,2019000390,"540 SAW MILL RIVER RD, Greenburgh, NY",41.0694807755102,-73.8158912040816
