date,time,date_time,roadway,intersection,report_number
8/29/18,1420,8/29/18 14:20,KNOLLWOOD RD,TARRYTOWN RD WB,2018008280
9/21/18,1533,9/21/18 15:33,TARRYTOWN RD,HILLSIDE AVE,2018008995
10/6/18,955,10/6/18 9:55,TARRYTOWN RD,HILLSIDE AVE,2018009505
10/19/18,1705,10/19/18 17:05,SAW MILL RIVER RD/GRAS,GRASSLANDS RD,2018009966
10/25/18,942,10/25/18 9:42,GRASSLANDS RD,,2018010176
10/30/18,700,10/30/18 7:00,2260 SAW MILL RIVER RD,,2018010361
11/6/18,1720,11/6/18 17:20,OLD SAW MILL RIVER RD,,2018010604
11/26/18,815,11/26/18 8:15,SAW MILL RIVER RD,,2018011279
11/27/18,805,11/27/18 8:05,SAW MILL RIVER ROAD,,2018011322
12/10/18,1612,12/10/18 16:12,SAW MILL RIVER RD,WAREHOUSE LN,2018011746
12/14/18,935,12/14/18 9:35,OLS SAW MILL RIVER RD,,2018011860
12/14/18,1506,12/14/18 15:06,BENEDICT AVE,WHITE PLAINS RD,2018011873
12/19/18,1650,12/19/18 16:50,SAW MILL RIVER ROAD,,2018012028
12/22/18,1643,12/22/18 16:43,TARRYTOWN RD,,2018012143
7/6/18,1740,7/6/18 17:40,TARRYTOWN RD,I287 W/B ONRAMP,2018006553
8/30/18,848,8/30/18 8:48,GIBSON AV,TARRYTOWN RD,2018008301
10/14/18,1715,10/14/18 17:15,CENTRAL AVE,DRIVEWAY TO 983 S,2018009778
10/18/18,1719,10/18/18 17:19,TARRYTOW RD,HILLSIDE AVE,2018009922
11/6/18,1645,11/6/18 16:45,TARRYTOWN RD,,2018010602
12/20/18,1210,12/20/18 12:10,TARRYTOWN RD,AQUEDUCT RD,2018012051
12/20/18,2300,12/20/18 23:00,TARRYTOWN RD,AQUEDUCT RD,2018012067
11/20/18,1235,11/20/18 12:35,CENTRAL AVE,CAMPUS PL,2018011102
11/22/18,1110,11/22/18 11:10,1001 S. CENTRAL AVE,SHOP RITE PARKING,2018011171
8/22/18,918,8/22/18 9:18,ARDSLEY RD,SCARSDALE RD,2018008034
8/24/18,1626,8/24/18 16:26,WHITE PLAINS RD,,2018008120
10/5/18,2000,10/5/18 20:00,SPRAIN VALLEY RD,,2018009484
10/18/18,1705,10/18/18 17:05,65 S CENTRAL AVE,,2018009920
11/6/18,825,11/6/18 8:25,BILTOM RD,,2018010576
11/6/18,1307,11/6/18 13:07,SAW MILL RIVER RD,N PAYNE ST,2018010589
11/7/18,1333,11/7/18 13:33,SAW MILL RIVER RD,,2018010640
11/9/18,1935,11/9/18 19:35,N. CENTRAL AVE,CONCORD AVE,2018010743
11/25/18,1356,11/25/18 13:56,DUELL RD,,2018011257
7/27/18,1247,7/27/18 12:47,OLD KENSICO ROAD,TARRYTOWN RD,2018007231
8/9/18,1000,8/9/18 10:00,N CENTRAL AVE,LAUREL ST,2018007632
9/6/18,1745,9/6/18 17:45,S. CENTRAL AVE,,2018008549
9/26/18,830,9/26/18 8:30,DURHAM ROAD,,2018009151
10/7/18,1535,10/7/18 15:35,17 N CENTRAL AVE,,2018009546
11/26/18,1115,11/26/18 11:15,KNOLLWOOD ROAD,TARRYTOWN ROAD,2018011284
12/26/18,1723,12/26/18 17:23,JACKSON AVE,GRASSY SPRAIN RD,2018012251
11/17/18,1841,11/17/18 18:41,TARRTOWN RD,HILLSIDE AVE,2018010998
9/12/18,1715,9/12/18 17:15,WHITE PLAINS RD,,2018008702
9/9/18,1853,9/9/18 18:53,N CENTRAL AV,ALEXANDER AV,2018008642
9/9/18,1853,9/9/18 18:53,N CENTRAL AV,ALEXANDER AV,2018008642
11/21/18,1800,11/21/18 18:00,TARRYTOWN RD,,2018011144
12/26/18,925,12/26/18 9:25,TARRYTOWN RD,,2018012243
1/3/18,1607,1/3/18 16:07,DOBBS FERRY RD,HARTSDALE RD,2018000095
1/4/18,1247,1/4/18 12:47,DOBBS FERRY RD,W HARTSDALE AV,2018000124
1/9/18,832,1/9/18 8:32,SAW MILL RIVER RD,BEAVER HILL RD,2018000279
1/9/18,1050,1/9/18 10:50,SAW MILL RIVER RD,N PAYNE ST,2018000284
1/10/18,734,1/10/18 7:34,KNOLLWOOD RD,119 RAMP,2018000320
1/10/18,1618,1/10/18 16:18,KNOLLWOOD RD,,2018000339
1/10/18,1700,1/10/18 17:00,KNOLLWOOD RD,EXIT RAMP 119,2018000341
1/17/18,1555,1/17/18 15:55,182 SAW MILL RIVER RD,,2018000587
1/22/18,900,1/22/18 9:00,GRASSLANDS RD,WESTCHESTER COM,2018000755
1/25/18,1728,1/25/18 17:28,VIRGINIA RD,LAWRENCE DR,2018000869
1/30/18,1705,1/30/18 17:05,SAW MILL RIVER RD,540 SAW MILL RIVER,2018001056
1/31/18,1912,1/31/18 19:12,RIDGE RD,,2018001092
2/2/18,1541,2/2/18 15:41,WHITE PLAINS RD,BENEDICT AV,2018001148
2/9/18,2000,2/9/18 20:00,HILLSIDE AV,I287,2018001376
2/12/18,1220,2/12/18 12:20,TARRYTOWN RD,,2018001439
2/16/18,1524,2/16/18 15:24,MANHATTAN AV,FLORENCE AV,2018001596
3/2/18,839,3/2/18 8:39,KNOLLWOOD RD,,2018002063
3/13/18,1445,3/13/18 14:45,KNOLLWOOD RD,OLD TARRYTOWN RD,2018002461
3/13/18,1530,3/13/18 15:30,PAYNE ST,WINTHROP AV,2018002463
3/20/18,819,3/20/18 8:19,N CENTRAL AV,ALEXANDER AV,2018002724
3/20/18,1538,3/20/18 15:38,DOBBS FERRY RD,OLD RD,2018002745
3/29/18,702,3/29/18 7:02,SAW MILL RIVER RD,BEAVER HILL RD,2018003019
4/4/18,1651,4/4/18 16:51,ARDSLEY RD,,2018003228
4/9/18,1120,4/9/18 11:20,KNOLLWOOD RD,I-287,2018003372
4/19/18,1540,4/19/18 15:40,TARRYTOWN RD,,2018003733
5/1/18,915,5/1/18 9:15,JACKSON AV,SPRAIN RD,2018004127
5/1/18,1005,5/1/18 10:05,S CENTRAL AV,,2018004128
5/8/18,1500,5/8/18 15:00,DOBBS FERRY RD,SPRAIN BROOK PKW,2018004435
5/15/18,2021,5/15/18 20:21,S CENTRAL AV,,2018004713
5/23/18,1345,5/23/18 13:45,SAW MILL RIVER RD,,2018004973
5/25/18,1914,5/25/18 19:14,150 CLEARBROOK RD,,2018005063
5/29/18,1742,5/29/18 17:42,SAW MILL RIVER RD,LAMONT ST,2018005193
5/30/18,1416,5/30/18 14:16,KNOLLWOOD RD,STADIUM RD,2018005230
5/31/18,1240,5/31/18 12:40,E HARTSDALE AV,CATERSON TER,2018005265
5/31/18,1630,5/31/18 16:30,TARRYTOWN RD,WYOMING AV,2018005272
6/7/18,2000,6/7/18 20:00,TARRYTOWN RD,ROSEMONT BLVD,2018005518
6/8/18,1300,6/8/18 13:00,S CENTRAL AV,,2018005539
6/9/18,834,6/9/18 8:34,DOBBS FERRY RD,TERRACE ST,2018005560
6/19/18,43,6/19/18 4:43,S CENTRAL AV,MT JOY AV,2018005909
6/19/18,2004,6/19/18 20:04,KNOLLWOOD RD,,2018005935
6/21/18,1550,6/21/18 15:50,SAW MILL RIVER RD,N PAYNE ST,2018005994
6/26/18,1533,6/26/18 15:33,SAW MILL RIVER RD,,2018006175
7/25/18,831,7/25/18 8:31,E HARTSDALE AV,,2018007145
10/8/18,1155,10/8/18 11:55,KNOLLWOOD RD,STADIUM RD,2018009565
10/15/18,1742,10/15/18 17:42,N CENTRAL AVE,W HARTSDALE AVE,2018009807
10/27/18,1900,10/27/18 19:00,N CENTRAL AVE,N WASHINGTON AVE,2018010289
10/4/18,1225,10/4/18 12:25,SAW MILL RIVER RD,,2018009429
9/21/18,1519,9/21/18 15:19,DOBBS FERRY RD,HARTSDALE RD,20188993
8/30/18,614,8/30/18 6:14,E HARTSDALE AV,,2018008298
11/25/18,1305,11/25/18 13:05,LAWRENCE DR,,2018011256
11/27/18,1846,11/27/18 18:46,MT JOY AV,,2018011352
9/14/18,1548,9/14/18 15:48,HILLSIDE AVE,FLORENCE AVE,2018008769
9/26/18,831,9/26/18 8:31,OLD ARMY RD,EDGEMONT CIR,2018009150
9/26/18,1213,9/26/18 12:13,S CENTRAL AVE,,2018009166
10/13/18,1840,10/13/18 18:40,ARDSLEY ROAD,OLD ARMY RD,2018009748
11/11/18,1318,11/11/18 13:18,S.CENTRAL AV,,2018010778
12/18/18,1218,12/18/18 12:18,S CENTRAL AVE,ENTRANCE TO 441 S,2018011992
8/1/18,1620,8/1/18 16:20,E. HARTSDALE AVE,EXIT DRIVEWAY 120,2018007400
8/23/18,1320,8/23/18 13:20,ARDSLEY RD,EXIT TO 1001 CENTR,2018008085
12/26/18,1600,12/26/18 16:00,CENTRAL AVE,,2018012248
8/30/18,752,8/30/18 7:52,TARRYTOWN RD,HILLSIDE AVE,2018008300
10/8/18,1158,10/8/18 11:58,HILLSIDE AV,OLD TARRYTOWN RD,2018009566
12/30/18,2005,12/30/18 20:05,TARRYTOWN RD,YOSEMITE AVE,2018012370
11/6/18,1622,11/6/18 16:22,SAW MILL RIVER RD,HUNTER LN,2018010600
12/16/18,1248,12/16/18 12:48,KNOLLWOOD RD,TARRYTOWN RD,2018011925
12/16/18,1744,12/16/18 17:44,SAW MILL RIVER RD,PAYNE ST,2018011937
8/21/18,1145,8/21/18 11:45,W HARTSDALE AVE,,2018008008
10/2/18,1945,10/2/18 19:45,TARRYTOWN RD,MANHATTAN AV,2018009364
11/8/18,821,11/8/18 8:21,HILLSIDE AVE,OLD TARRYTOWN RD,2018010670
11/14/18,1030,11/14/18 10:30,SAW MILL RIVER RD,SUBURBAN PL,2018010856
12/22/18,2215,12/22/18 22:15,N CENTRAL AVE,CHATTERTON PKWY,2018012151
9/16/18,1218,9/16/18 12:18,S CENTRAL AVE,,2018008825
9/21/18,908,9/21/18 9:08,SECOR RD,EDGEWOOD RD,2018008979
11/6/18,1201,11/6/18 12:01,SAW MILL RIVER RD,DOBS FERRY RD,2018010585
11/7/18,908,11/7/18 9:08,DOBBS FERRY RD,VERNE PL,2018010620
12/10/18,2220,12/10/18 22:20,SAW MILL RIVER RD,BABBITT CT,2018011752
11/5/18,1023,11/5/18 10:23,PINEWOOD RD,FIELDSTONE DR,2018010542
12/12/18,845,12/12/18 8:45,W. HARTSDALE AVE,RIDGE ROAD,2018011802
12/21/18,1519,12/21/18 15:19,668 S CENTRAL AVE,,2018012105
7/3/18,1330,7/3/18 13:30,ARDSLEY RD,,2018006439
9/10/18,942,9/10/18 9:42,TARRYTOWN ROAD,IN FRONT OF 250 TA,2018008655
10/13/18,1840,10/13/18 18:40,ARDSLEY ROAD,OLD ARMY RD,2018009748
11/14/18,1030,11/14/18 10:30,SAW MILL RIVER RD,SUBURBAN PL,2018010856
12/10/18,2220,12/10/18 22:20,SAW MILL RIVER RD,BABBITT CT,2018011752
1/2/18,1738,1/2/18 17:38,TARRYTOWN RD,208 TARRYTOWN RD,2018000061
1/2/18,1836,1/2/18 18:36,ARDSLEY RD,FORT HILL RD,2018000062
1/4/18,1520,1/4/18 15:20,DOBBS FERRY RD,HARTSDALE RD,2018000131
1/4/18,1929,1/4/18 19:29,ROGERS AV,,2018000140
1/6/18,1627,1/6/18 16:27,WALNUT ST,MASON ST,2018000206
1/8/18,1310,1/8/18 13:10,SAW MILL RIVER RD,410 SAW MILL RIVER,2018000262
1/12/18,2100,1/12/18 21:00,ARDSLEY RD,FORT HILL RD,2018000439
1/13/18,1415,1/13/18 14:15,ARDSLEY RD,SPRAIN RD,2018000460
1/15/18,1328,1/15/18 13:28,WHITE PLAINS RD,I 287 RAMP,2018000517
1/17/18,930,1/17/18 9:30,GREENVALE CIR,TARRYTOWN RD,2018000572
1/18/18,837,1/18/18 8:37,W HARTSDALE AV,SECOR RD,2018000615
1/19/18,1836,1/19/18 18:36,W HARTSDALE AV,N WASHINGTON AV,2018000673
1/21/18,1419,1/21/18 14:19,278 S CENTRAL AV,,2018000728
1/22/18,1755,1/22/18 17:55,DOBBS FERRY RD,HARTSDALE RD,2018000768
1/23/18,1933,1/23/18 19:33,GRASSLANDS RD,KNOLLWOOD RD,2018000807
1/24/18,2237,1/24/18 22:37,ETHELTON RD,PERRY AV,2018000843
1/25/18,1500,1/25/18 15:00,GRASSLANDS RD,SPRAIN BROOK PKW,2018000861
1/26/18,1740,1/26/18 17:40,KNOLLWOOD RD,TARRYTOWN RD,2018000901
1/27/18,1431,1/27/18 14:31,E HARTSDALE AV,WILSON ST,2018000934
1/27/18,1544,1/27/18 15:44,TARRYTOWN RD,,2018000938
1/27/18,1600,1/27/18 16:00,INVERNESS RD,HADDEN RD,2018000939
2/1/18,1545,2/1/18 15:45,DOBBS FERRY RD,TERRACE ST,2018001116
2/1/18,1501,2/1/18 15:01,KNOLLWOOD,,2018001117
2/3/18,2101,2/3/18 21:01,282 SAW MILL RIVER RD,BEAVER HILL RD,2018001187
2/5/18,1025,2/5/18 10:25,W HARTSDALE AV,S WASHINGTON AV,2018001226
2/7/18,813,2/7/18 8:13,CLAYTON RD,MOORLAND DR,2018001283
2/8/18,1629,2/8/18 16:29,SAW MILL RIVER RD,OLD SAW MILL RIVER,2018001341
2/9/18,1223,2/9/18 12:23,S CENTRAL AV,E HARTSDALE AV,2018001358
2/10/18,1414,2/10/18 14:14,S CENTRAL AV,,2018001401
2/13/18,1310,2/13/18 13:10,COUNTY CENTER RD,,2018001472
2/15/18,850,2/15/18 8:50,JOYCE RD,DARWOOD PL,2018001542
2/16/18,1555,2/16/18 15:55,GRASSLANDS RD,SAW MILL RIVER RD,2018001598
2/16/18,1857,2/16/18 18:57,SAW MILL RIVER RD,PAYNE ST,2018001604
2/21/18,800,2/21/18 8:00,SAW MILL RIVER RD,HUNTER LN,2018001734
2/22/18,1356,2/22/18 13:56,368 S CENTRAL AV,,2018001783
2/22/18,2255,2/22/18 22:55,W HARTSDALE AV,KEATS AV,2018001799
2/23/18,1249,2/23/18 12:49,1 WAREHOUSE LN,,2018001816
2/23/18,1445,2/23/18 14:45,SAW MILL RIVER RD,PAYNE ST,2018001821
2/23/18,1533,2/23/18 15:33,OLD TARRYTOWN RD,,2018001824
2/24/18,1759,2/24/18 17:59,TARRYTOWN RD,MANHATTAN AV,2018001865
2/26/18,1600,2/26/18 16:00,S CENTRAL AV,,2018001925
2/28/18,2043,2/28/18 20:43,ARDSLEY RD,FORT HILL RD,2018002013
3/1/18,1810,3/1/18 18:10,TARRYTOWN RD,,2018002047
3/1/18,2109,3/1/18 21:09,DOBBS FERRY RD,TERRACE ST,2018002056
3/6/18,800,3/6/18 8:00,SAW MILL RIVER RD,,2018002213
3/10/18,1719,3/10/18 17:19,ARDSLEY RD,,2018002377
3/10/18,1847,3/10/18 18:47,299 N CENTRAL AV,CHATTERTON PKWY,2018002379
3/11/18,1259,3/11/18 12:59,TARRYTOWN RD,MANHATTAN AV,2018002390
3/11/18,2152,3/11/18 21:52,KNOLLWOOD RD,I-287,2018002403
3/15/18,752,3/15/18 7:52,KNOLLWOOD RD,,2018002528
3/16/18,2014,3/16/18 20:14,DOBBS FERRY RD,SPRAIN BROOK PKW,2018002599
3/16/18,2259,3/16/18 22:59,DOBBS FERRY RD,OLD RD,2018002603
3/21/18,1420,3/21/18 14:20,S SPRAIN RD,,2018002774
3/22/18,1251,3/22/18 12:51,TARRYTOWN RD,WYOMING AV,2018002804
3/23/18,1233,3/23/18 12:33,188 TARRYTOWN RD,,2018002853
3/30/18,1301,3/30/18 13:01,SAW MILL RIVER RD,N PAYNE ST,2018003070
4/3/18,1052,4/3/18 10:52,TARRYTOWN RD,OLD KENSICO RD,2018003182
4/4/18,2042,4/4/18 20:42,ARDSLEY RD,SPRAIN RD,2018003237
4/7/18,1440,4/7/18 14:40,PROSPECT AV,FAIR ST,2018003277
4/8/18,1414,4/8/18 14:14,870 S CENTRAL AV,,2018003336
4/16/18,1417,4/16/18 14:17,PAYNE ST,WINTHROP AV,2018003620
4/16/18,1432,4/16/18 14:32,S CENTRAL AV,,2018003621
4/17/18,759,4/17/18 7:59,314 ARDSLEY RD,,2018003648
4/20/18,739,4/20/18 7:39,FAIR ST,GIBSON AV,2018003760
4/23/18,912,4/23/18 9:12,NORTH RD,LINCOLN PL,2018003857
4/30/18,1534,4/30/18 15:34,KNOLLWOOD RD,,2018004104
5/3/18,1758,5/3/18 17:58,S CENTRAL AV,ARDSLEY RD,2018004229
5/4/18,1727,5/4/18 17:27,208 TARRYTOWN RD,,2018004265
5/5/18,1110,5/5/18 11:10,BENEDICT AV,MAPLE AV,2018004286
5/5/18,1359,5/5/18 13:59,OLD KENSICO RD,STONE AV,2018004298
5/5/18,1705,5/5/18 17:05,S CENTRAL AV,,2018004306
5/5/18,1933,5/5/18 19:33,FORT HILL RD,ARDSLEY RD,2018004311
5/9/18,1620,5/9/18 16:20,GRASSLANDS RD,SPRAIN BROOK PKW,2018004479
5/9/18,1655,5/9/18 16:55,ARDSLEY RD,SCARSDALE RD,2018004482
5/11/18,1159,5/11/18 11:59,GRASSLANDS RD,75 GRASSLANDS RD,2018004546
5/11/18,1420,5/11/18 14:20,S CENTRAL AV,728 S CENTRAL AV,2018004550
5/13/18,1820,5/13/18 18:20,S CENTRAL AV,,2018004622
5/20/18,1850,5/20/18 18:50,S CENTRAL AV,,2018004874
5/22/18,1600,5/22/18 16:00,SAW MILL RIVER RD,WAREHOUSE LN,2018004945
5/23/18,1253,5/23/18 12:53,W HARTSDALE AV,N WASHINGTON AV,2018004970
5/25/18,1232,5/25/18 12:32,85 MERCER AV,,2018005037
6/1/18,926,6/1/18 9:26,SAW MILL RIVER RD,FIELD CREST DR,2018005296
6/4/18,800,6/4/18 8:00,SAW MILL RIVER RD,,2018005388
6/6/18,1027,6/6/18 10:27,DOBBS FERRY RD,HARTSDALE RD,2018005458
6/6/18,1106,6/6/18 11:06,455 S CENTRAL AV,,2018005460
6/9/18,1411,6/9/18 14:11,TARRYTOWN RD,208 TARRYTOWN RD,2018005571
6/11/18,1505,6/11/18 15:05,OLD SAW MILL RIVER RD,,2018005645
6/11/18,1755,6/11/18 17:55,PAYNE ST,CABOT AV,2018005654
6/15/18,1602,6/15/18 16:02,TARRYTOWN RD,,2018005784
6/16/18,1033,6/16/18 10:33,KNOLLWOOD RD,PAYNE RD,2018005809
6/16/18,2022,6/16/18 20:22,MANITOU TRL,,2018005823
6/18/18,1714,6/18/18 17:14,SHIRLEY LN,,2018005897
6/18/18,2205,6/18/18 22:05,WHITE PLAINS RD,287,2018005907
6/20/18,1051,6/20/18 10:51,ARDSLEY RD,FORT HILL RD,2018005952
6/22/18,1244,6/22/18 12:44,RIDGE RD,,2018006029
6/22/18,1422,6/22/18 14:22,JACKSON AV,FORT HILL RD,2018006030
6/25/18,1853,6/25/18 18:53,N CENTRAL AV,E HARTSDALE AV,2018006139
6/26/18,809,6/26/18 8:09,SAW MILL RIVER RD,OLD SAW MILL RIVER,2018006154
6/29/18,2306,6/29/18 23:06,COLUMBIA AV,,2018006309
7/11/18,1146,7/11/18 11:46,WHITE PLAINS RD,I287 WB ENTRANCE,2018006714
7/11/18,1820,7/11/18 18:20,SAW MILL RIVER RD,WAREHOUSE LN,2018006731
7/13/18,710,7/13/18 7:10,ARDSLEY RD,SPRAIN RD,2018006783
7/17/18,757,7/17/18 7:57,GIBSON AV,NEW ST,2018006898
7/17/18,1225,7/17/18 12:25,JACKSON AV,,2018006934
7/19/18,1537,7/19/18 15:37,FORT HILL RD,ARDSLEY RD,2018006986
7/19/18,1740,7/19/18 17:40,DOBBS FERRY RD,KNOLLWOOD RD,2018006991
7/26/18,1600,7/26/18 16:00,969 S CENTRAL AV,,2018007206
7/26/18,1940,7/26/18 19:40,FORT HILL RD,MT JOY AV,2018007214
8/5/18,1027,8/5/18 10:27,ARDSLEY RD,SPRAIN RD,2018007506
8/11/18,1651,8/11/18 16:51,KNOLLWOOD RD,TARRYTOWN RD,201807718
10/14/18,1500,10/14/18 15:00,W. HARTSDALE AVE,N WASHINGTON AVE,2018009776
9/25/18,1055,9/25/18 10:55,ARDSLEY RD,OLD ARMY RD,2018009108
11/17/18,1834,11/17/18 18:34,ARDSLEY RD,FORT HILL RD,2018010997
11/19/18,107,11/19/18 1:07,N CENTRAL AVE,,2018011037
11/20/18,1800,11/20/18 18:00,VIRGINIA RD,,2018011112
11/21/18,1431,11/21/18 14:31,W HARTSDALE AVE,N WASHINGTON AVE,2018011138
12/5/18,1137,12/5/18 11:37,CENTRAL AVE,,2018011568
12/21/18,1603,12/21/18 16:03,177 S CENTRAL AV,,2018012106
12/27/18,1449,12/27/18 14:49,TARRYTOWN RD,KNOLLWOOD RD,2018012273
7/26/18,1515,7/26/18 15:15,W HARTSDALEAVE,RIDGE RD,20187205
9/7/18,820,9/7/18 8:20,OLD ARMY RD,,2018008567
11/2/18,755,11/2/18 7:55,W. HARTSDALE AVE,,2018010451
12/18/18,1445,12/18/18 14:45,E HARTSDALE AVE,WILSON ST,2018011996
7/17/18,1559,7/17/18 15:59,W. HARTSDALE AVE,RIDGE RD,2018006909
9/1/18,1657,9/1/18 16:57,FORT HILL RD,ARDSLEY RD,2018008410
11/1/18,1423,11/1/18 14:23,JACKSON AVE,NORTH BOUND SPRA,2018010423
12/28/18,1621,12/28/18 16:21,CENTRAL AVE,UNDERHILL RD,2018012319
8/1/18,1128,8/1/18 11:28,KNOLLWOOD RD,RTE 287,2018007393
8/4/18,30,8/4/18 3:30,216 WARREN AVE,,2018007482
8/21/18,1415,8/21/18 14:15,HILLSIDE AVE,SOUTH RD,2018008015
9/18/18,913,9/18/18 9:13,GRASSLANDS RD,75 GRASSLANDS RD,2018008878
9/22/18,720,9/22/18 7:20,KNOLLWOOD RD,STADIUM RD,2018009010
10/10/18,1806,10/10/18 18:06,407 TARRYTOWN RD,,2018009647
10/18/18,2022,10/18/18 20:22,FIELDSTONE DR,FULTON ST,2018009933
10/20/18,1840,10/20/18 18:40,TARRYTOWN RD,,2018010008
10/23/18,1506,10/23/18 15:06,SAW MILL RIVER RD,175 SAW MILL RIVER,2018010111
10/26/18,1845,10/26/18 18:45,TARRYTOWN RD,330 TARRYTOWN RD,2018010255
11/2/18,1700,11/2/18 17:00,OLD  TARRYTOWN,,2018010470
11/5/18,1310,11/5/18 13:10,SAW MILL RIVER RD,,2018010551
11/6/18,1214,11/6/18 12:14,GRASSLANDS RD,75 GRASSLANDS RD,2018010586
11/13/18,1025,11/13/18 10:25,FISHER LANE,EDGEPARK RD,2018010832
11/28/18,1601,11/28/18 16:01,GRASSLANDS RD,KNOLLWOOD RD,2018011374
11/30/18,1808,11/30/18 18:08,TARRYTOWN RD,AQUADUCT RD,2018011439
12/1/18,900,12/1/18 9:00,75 GRASSLANDS RD,WESTCHESTER COM,2018011456
12/17/18,1207,12/17/18 12:07,VIRGINIA RD,LAWRENCE DR,2018011958
12/22/18,928,12/22/18 9:28,KNOLLWOOD RD,TARRYTOWN RD,2018012125
12/28/18,1704,12/28/18 17:04,TARRYTOWN RD,HILLSIDE AVE,2018012321
7/30/18,1455,7/30/18 14:55,376 SAW MILL RIVER RD,,20187331
8/3/18,1257,8/3/18 12:57,700 EXECUTIVE BLVD,,2018007463
8/8/18,1313,8/8/18 13:13,SAW MILL RIVER RD,,2018007599
8/15/18,1100,8/15/18 11:00,SAW MILL RIVER ROAD,SAW MILL ROAD,2018007825
8/20/18,1326,8/20/18 13:26,SAW MILL RIVER RD,FAIRVIEW PARK DR,2018007980
9/24/18,1256,9/24/18 12:56,WHITE PLAINS RD,I-87 ENTRANCE RAM,2018009082
9/25/18,1057,9/25/18 10:57,SAW MILL RIVER RD,N PAYNE ST,2018009107
9/26/18,1520,9/26/18 15:20,SAW MILL RIVER RD,,2018009171
9/28/18,1430,9/28/18 14:30,SAW MILL RIVER RD,376 SAW MILL RIVER,2018009232
10/11/18,647,10/11/18 6:47,1160 KNOLLWOOD RD,MAYFAIR WAY,2018009662
10/17/18,1144,10/17/18 11:44,FAIR ST,PROSEPCT AV,2018009866
10/28/18,1500,10/28/18 15:00,SAW MILL RIVER ROAD,NORTH PAYNE ST,2018010311
11/3/18,1040,11/3/18 10:40,KNOLLWOOD RD,I-287,2018010487
11/7/18,915,11/7/18 9:15,SAW MILL RIVER RD,,2018010621
11/30/18,1446,11/30/18 14:46,CABOT AVE,,2018011443
12/19/18,1710,12/19/18 17:10,OLD SAW MILL RIVER RD,777 OLD SAW MILL R,2018012031
12/23/18,1250,12/23/18 12:50,GRASSLANDS RD,,2018012163
10/9/18,1815,10/9/18 18:15,S CENTRAL AVE,MT JOY AV,2018009611
10/16/18,1715,10/16/18 17:15,ARDSLEY RD,SPRAIN RD,2018009843
12/28/18,1000,12/28/18 10:00,HARTSDALE RD,DOBBS FERRY RD,2018012303
11/14/18,1156,11/14/18 11:56,ARDSLEY RD,FORT HILL RD,2018010858
9/12/18,810,9/12/18 8:10,LAWRENCE ST/SAW MILL,LAWRENCE,2018008703
10/11/18,1615,10/11/18 16:15,FERNDALE RD,MOORELAND DR,2018009673
9/15/18,1230,9/15/18 12:30,DOBBS FERRY ROAD,,2018008795
9/21/18,1930,9/21/18 19:30,DOBBS FERRY ROAD,TERRACE STREET,2018009003
10/5/18,1358,10/5/18 13:58,CENTRAL AVE,CLIFTON RD,2018009471
10/11/18,1811,10/11/18 18:11,CENTRAL AVE,OLD ARMY RD,2018009680
10/27/18,1425,10/27/18 14:25,EASTERN ROAD,,20180010282
11/2/18,857,11/2/18 8:57,DOBBS FERRY RD,PARK AVE W,2018010453
8/17/18,1650,8/17/18 16:50,W HARTSDALE AVE,S WASHINGTON AVE,2018007912
8/24/18,1707,8/24/18 17:07,S CENTRAL AVE,,2018008121
9/7/18,1946,9/7/18 19:46,N CENTRAL AVE,W HARTSDALE AVE,2018008593
8/11/18,1651,8/11/18 16:51,KNOLLWOOD RD,TARRYTOWN RD,2018007718
10/16/18,1715,10/16/18 17:15,ARDSLEY RD,SPRAIN RD,2018009843
12/9/18,1514,12/9/18 15:14,FAIR ST,PROSPECT AVE,2018011714
12/12/18,1159,12/12/18 11:59,S CENTRAL AVE,,2018011812
12/31/18,1711,12/31/18 17:11,N CENTRAL AVE,E HARTSDALE AVE,2018012387
1/2/18,1400,1/2/18 14:00,EASTWAY,SECOR RD,2018000042
5/21/18,1300,5/21/18 13:00,DOBBS FERRY RD,SPRAIN BROOK PKW,2018004893
5/21/18,1414,5/21/18 14:14,HILLSIDE AV,FLORENCE AV,2018004897
5/24/18,1645,5/24/18 16:45,WORTHINGTON RD,COUNTRY CLUB DR,2018005017
6/7/18,1636,6/7/18 16:36,HILLSIDE AV,,2018005512
6/28/18,1021,6/28/18 10:21,WHITE PLAINS RD,DUNNINGS DR,2018006238
7/26/18,1315,7/26/18 13:15,TARRYTOWN RD,,2018007197
8/27/18,1623,8/27/18 16:23,LYNWOOD RD,BRETTON RD,2018008207
8/27/18,1734,8/27/18 17:34,HUNTER LN,SAW MILL RIVER RD,2018008210
8/24/18,1740,8/24/18 17:40,100 CLEARBROOK RD,,2018008124
8/31/18,2010,8/31/18 20:10,SAW MILL RIVER RD,FAIRVIEW PARK DR,2018008386
1/13/18,1617,1/13/18 16:17,JACKSON AV,SPRAIN BROOK PKW,2018000466
1/25/18,835,1/25/18 8:35,E HARTSDALE AV,208 E HARTSDALE AV,2018000850
3/12/18,833,3/12/18 8:33,PINEWOOD RD,FIELDSTONE DR,2018002414
4/29/18,1742,4/29/18 17:42,N CENTRAL AV,N WASHINGTON AV,2018004080
4/30/18,1035,4/30/18 10:35,ARDSLEY RD,WESTMINSTER RD,2018004096
5/3/18,754,5/3/18 7:54,SAW MILL RIVER RD,DONALD DR,2018004200
